tracking_status,review_priority,scout_priority,scout_reasons,person_id,display_name,full_title,mekhq_status,rank,primary_role,secondary_role,unit_id,unit_name,crew_role,formation_id,formation_name,employed,deployed,joined_campaign,recruitment_date,salary,highest_education,education_status,education_stage,school_name,program_name,credential_or_qualification,target_role,enrolled_on,expected_graduation,graduated_on,days_remaining,journey_time_days,travel_days_elapsed,requires_assignment_review,latest_education_event,warrior_skills,skill_summary,notable_traits_or_options,traits_or_options_summary,target_job,assignment_action,review_note
background_role_review,high,high,combat/aerospace skills: Leadership L0/FV8; Tactics/Any L0/FV9,6cab668e-8c62-4a2d-833d-5edef59761e8,Kuisma Demai,Kuisma Demai,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3035-04-08,3035-04-08,200 C-Bill,Post-Graduate,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Leadership L0/FV8; Tactics/Any L0/FV9,Career/Any L3/FV4; Investigation L0/FV9; Leadership L0/FV8; Swimming L1/FV6; Tactics/Any L0/FV9,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,high,high,combat/aerospace skills: Leadership L3/FV5; Strategy L2/FV8,4ccee4e4-6a3d-4afe-a108-808581b0898d,Sadao Ageda,Sadao Ageda,Background Character,,Morale Officer,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3039-05-19,3039-05-19,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Leadership L3/FV5; Strategy L2/FV8,Acrobatics L1/FV6; Acting L2/FV6; Appraisal L1/FV8; Leadership L3/FV5; Strategy L2/FV8; Survival/Any L0/FV10,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,high,high,notable traits/options: Ambidextrous (ATOW),0e1dddd1-2f51-4304-98a7-7378538fb456,Oleg Truong,Oleg Truong,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3040-05-28,3040-05-28,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L2/FV5; Investigation L2/FV7,Ambidextrous (ATOW),Ambidextrous (ATOW),,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,high,high,combat/aerospace skills: Tactics/Any L4/FV5,77bbb01e-896a-4bd3-800e-ca7d8a73d9ba,Madiecke Dekkers,Madiecke Dekkers,Background Character,,Tactical Analyst,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-06-01,3041-06-01,200 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Tactics/Any L4/FV5,Computers L4/FV5; Running L1/FV6; Stealth L1/FV7; Tactics/Any L4/FV5,,Significant Compulsion - Hates Other Factions (ATOW),,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,high,high,combat/aerospace skills: Gunnery/BattleArmor L4/FV4; Leadership L2/FV5,1b49b8c8-18fa-41c5-a055-54dcb0c9b18b,Keith Shaffer,Keith Shaffer,Background Character,,Painter,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-08-03,3041-08-03,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Gunnery/BattleArmor L4/FV4; Leadership L2/FV5,Art/Painting L3/FV6; Career/Any L1/FV6; Computers L0/FV9; Gunnery/BattleArmor L4/FV4; Interest/Mythology L3/FV6; Language/Any L1/FV6; Leadership L2/FV5; Swimming L1/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,high,high,combat/aerospace skills: Tactics/Any L3/FV6,da509180-57b6-4fec-9d4c-8f3224e6eb1b,Cincinel Bonelli,Cincinel Bonelli,Background Character,,Security Advisor,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3042-10-01,3042-10-01,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Tactics/Any L3/FV6,Animal Handling L2/FV6; Interest/Literature L1/FV8; Protocols/Any L1/FV7; Running L2/FV5; Security Systems/Electronic L3/FV6; Tactics/Any L3/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
dependent_on_payroll_review,high,high,combat/aerospace skills: Gunnery/Spacecraft L1/FV7; dependent/background scout candidate,e3a4c401-5dac-4ac8-9967-a78f5a5988af,Karl Phan,Karl Phan,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3025-02-01,Unknown,0 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Gunnery/Spacecraft L1/FV7,Cryptography L1/FV7; Gunnery/Spacecraft L1/FV7; Streetwise/Any L1/FV7; Survival/Any L2/FV6,,Slow Learner (ATOW),,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,notable traits/options: Melee Master (CamOps); dependent/background scout candidate,e83e5620-15a6-4e58-948a-aa59ab8679a5,Clarissa Jacopino,Clarissa Jacopino,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3028-01-14,Unknown,0 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Cryptography L0/FV9; Language/Any L0/FV8; Security Systems/Electronic L0/FV9,Melee Master (CamOps),Melee Master (CamOps),,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,combat/aerospace skills: Tactics/Any L1/FV8; dependent/background scout candidate,13afed42-a53c-4864-ac2d-118d0579f627,Waseme Jabiri,Waseme Jabiri,Background Character,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3036-07-01,Unknown,25 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Tactics/Any L1/FV8,Acrobatics L1/FV6; Animal Handling L2/FV6; Computers L1/FV8; Investigation L1/FV8; Running L1/FV6; Science/Physics L2/FV7; Sleight of Hand/Any L1/FV7; Tactics/Any L1/FV8,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,combat/aerospace skills: Gunnery/Aircraft L4/FV4; dependent/background scout candidate,a26a07bd-88d3-49c2-b14e-9741db837d3b,Josh Sree,Josh Sree,Background Character,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3039-01-03,Unknown,25 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Gunnery/Aircraft L4/FV4,Acrobatics L0/FV7; Cryptography L0/FV9; Gunnery/Aircraft L4/FV4; Survival/Any L1/FV8,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,combat/aerospace skills: Leadership L1/FV5; dependent/background scout candidate,b47abe06-f395-4db0-a525-a3b91b747461,Chang-hyeok Christie,Chang-hyeok Christie,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3041-02-28,Unknown,0 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Leadership L1/FV5,Computers L1/FV8; Language/Any L2/FV5; Leadership L1/FV5; Protocols/Any L1/FV5; Security Systems/Electronic L1/FV8; Streetwise/Any L1/FV6,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,combat/aerospace skills: Strategy L0/FV8; dependent/background scout candidate,cde133e1-5e2d-43f8-98c6-776637df27d4,Tonito Padua,Tonito Padua,Camp Follower,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,false,false,3041-06-01,Unknown,0 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Strategy L0/FV8,Communications/Any L2/FV5; Science/Chemistry L1/FV7; Strategy L0/FV8,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,combat/aerospace skills: Strategy L0/FV9; Tactics/Any L1/FV8; dependent/background scout candidate,4b572a77-738c-4392-a1ee-dc6b9e85333f,Heike Ettenhoffer,Heike Ettenhoffer,Background Character,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-09-03,Unknown,25 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Strategy L0/FV9; Tactics/Any L1/FV8,Art/Sculpture L1/FV8; Disguise L1/FV6; Forgery L2/FV6; Interrogation L1/FV8; Protocols/Any L0/FV8; Strategy L0/FV9; Tactics/Any L1/FV8; Training L1/FV8,,In For Life (ATOW),,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
dependent_on_payroll_review,high,high,combat/aerospace skills: Piloting/Aircraft L3/FV5; dependent/background scout candidate,0d9282eb-3c53-4f90-b2b0-191019f35221,Dania Pervishina,Dania Pervishina,Background Character,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3042-01-01,Unknown,25 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,Piloting/Aircraft L3/FV5,Career/Any L1/FV6; Piloting/Aircraft L3/FV5,,,,,Dependent remains in the live personnel export; review scholarship/enrollment status manually.
departed_dependent,high,high,"notable traits/options: Natural Aptitude, Piloting (aToW)",12bc0a41-e42c-40b2-8fc3-ab06359f8a6a,Bich Ballard,Bich Ballard,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3025-01-01,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Interrogation L1/FV9; Security Systems/Mechanical L1/FV8,"Natural Aptitude, Piloting (aToW)","Natural Aptitude, Piloting (aToW)",,,Dependent is no longer with the command; keep historical only unless the table says they returned.
departed_dependent,high,high,notable traits/options: Pain Resistance (MaxTech),91bcb8d7-856c-4157-86bb-344218f42f24,Syung-Soon Jonkieson,Syung-Soon Jonkieson,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3025-01-01,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Investigation L1/FV8; Streetwise/Any L1/FV7; Swimming L0/FV7,Pain Resistance (MaxTech),Pain Resistance (MaxTech); Zweihander (CamOps),,,Dependent is no longer with the command; keep historical only unless the table says they returned.
departed_dependent,high,high,"notable traits/options: Natural Aptitude, Piloting (aToW)",c362907b-1b6f-446d-8f2c-29e7a8b50f2e,Gutka Phan,Gutka Phan,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3025-02-01,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L0/FV7; Computers L2/FV7; Interest/Law L2/FV7; Swimming L2/FV5,"Natural Aptitude, Piloting (aToW)","Natural Aptitude, Piloting (aToW)",,,Dependent is no longer with the command; keep historical only unless the table says they returned.
departed_dependent,high,high,notable traits/options: Multi-Tasker (CamOps),7f0a9e3a-7f1a-461f-b656-f9d320ac7ea8,Gemma Ruíz,Gemma Ruíz,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3028-06-19,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Computers L1/FV8; Security Systems/Mechanical L0/FV9,Multi-Tasker (CamOps),Multi-Tasker (CamOps),,,Dependent is no longer with the command; keep historical only unless the table says they returned.
departed_dependent,high,high,notable traits/options: Good Vision (ATOW),8cfe1e07-bd90-4222-b7ea-1e7c5d173057,Benigna Tate,Benigna Tate,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3028-08-01,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Computers L1/FV8; Interest/Philosophy L0/FV9,Good Vision (ATOW),Good Vision (ATOW),,,Dependent is no longer with the command; keep historical only unless the table says they returned.
departed_dependent,high,high,notable traits/options: Dodge (MaxTech),c2b59c0b-69bd-4a78-a17c-5ed802bfd3a9,Donnell Toledo,Donnell Toledo,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3034-09-10,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Art/Other L0/FV9; Computers L2/FV7; Cryptography L2/FV7; Interrogation L0/FV9; Running L1/FV6,Dodge (MaxTech),Dodge (MaxTech),,,Dependent is no longer with the command; keep historical only unless the table says they returned.
departed_dependent,high,high,notable traits/options: Sixth Sense (ATOW),c0e477e7-d4b8-4185-a557-5ce93a98b1ad,Justine Cantorna,Justine Cantorna,Left,,Dependent,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3037-05-20,Unknown,25 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Cryptography L1/FV8; Protocols/Any L2/FV6; Running L0/FV7; Science/Pharmacology L0/FV9; Survival/Any L1/FV8,Sixth Sense (ATOW),Sixth Sense (ATOW),,,Dependent is no longer with the command; keep historical only unless the table says they returned.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,57a7732e-517c-464e-92bd-53e522514953,Corazon Riodique,Corazon Riodique,Background Character,,Wedding Planner,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3025-01-01,3025-01-01,75 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L2/FV5; Administration L2/FV6; Protocols/Any L1/FV7; Streetwise/Any L1/FV7; Survival/Any L1/FV8,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,25fc40ad-89ff-455e-8d80-65ae357b5ca2,Qwdas Trynkov,Qwdas Trynkov,Background Character,,Livestock Farmer,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3025-01-01,3025-01-01,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Animal Handling L2/FV6; Communications/Any L1/FV6; Computers L1/FV8; Running L2/FV5; Science/Xenobiology L3/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,d628f585-ae90-4f1b-a0bc-d80b70d324f7,Ramkrishna Thirumalaiswamy,Ramkrishna Thirumalaiswamy,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3025-01-01,3025-01-01,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Art/Drawing L1/FV8; Career/Any L2/FV5; Streetwise/Any L1/FV7,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,6ec3a6e9-5545-4df7-9e6a-c60f893ccdda,Wilma Manzei,Wilma Manzei,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3026-05-01,3026-05-01,200 C-Bill,Post-Graduate,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L3/FV4; Investigation L1/FV8; Streetwise/Any L0/FV8; Tracking/Any L1/FV7,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,ef66b63a-68c2-44de-b7a2-2278bf89e212,Peter Chaga,Peter Chaga,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3030-06-01,3030-06-01,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L2/FV5; Cryptography L1/FV8,,Dark Secret - Extreme (ATOW),,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,33e05c91-378a-44fc-b36f-32e905ccd645,Florence Lung,Florence Lung,Background Character,,Intelligence Analyst,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3030-06-18,3030-06-18,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Investigation L1/FV9; Science/Biology L1/FV9; Science/Mathematics L1/FV9; Survival/Any L2/FV9,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,2a60d508-8780-4ce5-939c-2d99e7c5668d,Taketomi Kato,Taketomi Kato,Background Character,,Data Intercept Operator,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3032-07-01,3032-07-01,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Communications/Any L3/FV4; Cryptography L1/FV8; Interest/Politics L2/FV7; Interrogation L1/FV8; Investigation L0/FV9; Science/Other L2/FV7; Sensor Operations L3/FV5; Support Weapons L0/FV7,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,70f778a1-b933-4741-a40c-773a1afc0993,Vance Tran,Vance Tran,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3032-10-18,3032-10-18,200 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L3/FV4; Cryptography L1/FV8,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,8d6f565a-306e-434f-8500-5ae181edf312,Nam-shik Pendharkar,Nam-shik Pendharkar,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3033-01-01,3033-01-01,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L2/FV6; Interrogation L1/FV8; Protocols/Any L2/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,0975ef4a-e8ed-410d-8541-d08423ebbec7,Flerida Toledo,Flerida Toledo,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3034-09-10,3034-09-10,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Art/Writing L2/FV6; Career/Any L2/FV5,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,f810e501-d3b4-4df3-8c8f-92a0c8d54479,Hummaira Ghouse-Holberg,Hummaira Ghouse-Holberg,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3036-05-01,3036-05-01,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Animal Handling L1/FV7; Art/Sculpture L1/FV8; Career/Any L2/FV5; Interest/Exotic Animals L2/FV7; Perception L1/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,dcbe2dc6-c07d-48be-9b24-e13c2e30fb0c,Belinda Kealohi,Belinda Kealohi,Background Character,,Trauma Counselor,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3036-06-01,3036-06-01,125 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Administration L2/FV6; Astech L2/FV5; Investigation L0/FV9; Protocols/Any L1/FV7; Running L1/FV6; Science/Military L2/FV7; Science/Psychology L3/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,d1266296-9ba4-49bd-8bdc-065dd16992ed,Steve Smerdon,Steve Smerdon,Background Character,,Political Agitator,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3036-11-01,3036-11-01,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acting L3/FV5; Career/Any L1/FV6; Computers L1/FV8; Interest/Politics L3/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,d91ac37c-9d74-44dd-9b50-af50a963c6d0,Callum Clunes,Callum Clunes,Background Character,,Janitor,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3037-05-20,3037-05-20,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Astech L2/FV5; Career/Any L2/FV5; Disguise L1/FV6; Interest/Fishing L1/FV8; Investigation L1/FV8,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,0461981b-5964-48bd-8701-08f484b49de5,Fergal Linwood,Fergal Linwood,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3038-12-01,3038-12-01,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L2/FV5; Tracking/Any L1/FV7,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,9f64044d-140e-4844-a82f-4ac66b847958,Jack García,Jack García,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3039-01-03,3039-01-03,200 C-Bill,Post-Graduate,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Animal Handling L2/FV7; Career/Any L3/FV4; Cryptography L1/FV9,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,691ef72d-f9bf-4f00-97d3-2ffcb6d59c25,Zorba Fourakis,Zorba Fourakis,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3039-05-19,3039-05-19,125 C-Bill,College,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L2/FV5,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,66cc3d03-5939-47dc-a3ae-d3c91444fcd6,Halima Marcucci,Halima Marcucci,Background Character,,Personal Herald,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3040-06-01,3040-06-01,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acting L2/FV6; Protocols/Any L2/FV6; Running L1/FV7; Security Systems/Mechanical L1/FV8,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,e4733f60-3fa3-4b25-b865-84bdd2f45742,Francoise Bugajski,Francoise Bugajski,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3040-10-03,3040-10-03,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L1/FV6; Cryptography L1/FV8; Swimming L1/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,68b9abf3-b2e1-48e0-908a-87e52e3f6649,Rizaldo Agano,Rizaldo Agano,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-02-28,3041-02-28,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Career/Any L1/FV6; Running L1/FV6; Science/Other L1/FV7; Zero-G Operations L1/FV6,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,59b1ecc6-698d-4f32-b889-be12f021c35d,Joy Genovelis,Joy Genovelis,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-03-01,3041-03-01,200 C-Bill,Post-Graduate,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Career/Any L3/FV4; Disguise L1/FV6; Security Systems/Electronic L2/FV7,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,0a56ad0b-0209-4586-b52c-f81c57716ce1,Didrik Brusse,Didrik Brusse,Background Character,,Professional,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-03-04,3041-03-04,75 C-Bill,High School,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Art/Painting L1/FV8; Career/Any L1/FV6; Computers L1/FV8; Interest/Antiques L1/FV8; Science/Geology L1/FV8; Training L0/FV9,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,d02b50c6-9539-41a7-aa20-04f0597cf3c6,Poppy Zhang-Rui,Poppy Zhang-Rui,Background Character,,Personal Assistant,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-06-01,3041-06-01,75 C-Bill,Early Childhood,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Acrobatics L1/FV6; Administration L3/FV5; Art/Writing L0/FV9; Investigation L1/FV8; Language/Any L1/FV7; Protocols/Any L1/FV7; Streetwise/Any L2/FV6; Survival/Any L2/FV7,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
background_role_review,medium,low,no warrior-candidate signal in compact summaries,5e627766-9ed8-4b4d-af77-ee38edad340b,Carlos Burti,Carlos Burti,Background Character,,JumpShip Chef,None,Unknown,Unknown,Unknown,Unknown,Unknown,true,false,3041-09-03,3041-09-03,200 C-Bill,Post-Graduate,not_applicable,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,false,,,Art/Cooking L4/FV5; Protocols/Any L1/FV7; Science/Chemistry L1/FV8; Zero-G Operations L4/FV3,,,,,Background character has a non-dependent role; review for whether this should become an assigned job.
